,area_type,availability,location,total_sqft,bath,price,price_per_sqft,bhk
7087,4,1,Thanisandra,1183,2,77.25,6530.0084530853765,2
7088,3,2,Thanisandra,1491,3,88.0,5902.079141515761,3
7090,4,2,Thanisandra,662,1,29.0,4380.664652567976,1
7092,4,2,Thanisandra,1564,3,100.0,6393.861892583121,3
7093,3,2,Thanisandra,662,1,45.0,6797.583081570997,1
7094,4,2,Thanisandra,1573,3,98.0,6230.1335028607755,3
7095,4,2,Thanisandra,1262,2,83.0,6576.862123613312,3
7096,4,2,Thanisandra,1056,2,65.0,6155.30303030303,2
7098,4,2,Thanisandra,1702,3,115.0,6756.756756756757,3
7099,4,2,Thanisandra,1343,2,75.0,5584.512285927029,2
7100,4,2,Thanisandra,1935,4,122.0,6304.909560723514,3
7101,4,1,Thanisandra,933,2,55.0,5894.962486602358,2
7102,4,1,Thanisandra,1183,2,77.3,6534.234995773458,2
7103,4,2,Thanisandra,662,1,38.0,5740.181268882176,1
7104,4,1,Thanisandra,1265,2,72.0,5691.699604743083,2
7105,4,2,Thanisandra,1595,3,105.0,6583.0721003134795,3
7107,4,1,Thanisandra,580,1,27.5,4741.379310344828,1
7108,4,1,Thanisandra,2087,4,139.0,6660.277910876856,3
7110,4,2,Thanisandra,1098,2,71.0,6466.302367941712,2
7111,4,1,Thanisandra,1411,3,93.25,6608.788093550674,3
7114,4,1,Thanisandra,1732,3,112.0,6466.512702078522,3
7115,4,1,Thanisandra,933,1,61.0,6538.049303322615,1
7116,4,2,Thanisandra,1702,3,107.0,6286.721504112808,3
7117,4,1,Thanisandra,747,1,34.355,4599.062918340026,1
7118,4,1,Thanisandra,2030,4,125.0,6157.635467980295,3
7120,3,2,Thanisandra,1948,4,129.0,6622.17659137577,4
7121,3,1,Thanisandra,1573,3,90.0,5721.551176096631,3
7122,4,2,Thanisandra,1056,2,70.0,6628.787878787879,2
7123,4,1,Thanisandra,1595,3,96.0,6018.808777429467,3
7126,4,1,Thanisandra,1245,2,83.05,6670.682730923695,2
7127,4,2,Thanisandra,1261,2,80.0,6344.171292624901,3
7128,4,2,Thanisandra,1884,4,117.0,6210.1910828025475,3
7129,4,2,Thanisandra,965,2,54.0,5595.854922279793,2
7130,4,2,Thanisandra,1930,4,122.0,6321.243523316062,3
7131,4,1,Thanisandra,777,1,38.46,4949.80694980695,1
7133,4,2,Thanisandra,1930,4,120.0,6217.616580310881,3
7134,4,2,Thanisandra,760,1,50.4,6631.578947368421,1
7135,4,1,Thanisandra,663,1,32.82,4950.226244343891,1
7136,4,2,Thanisandra,1801,3,115.0,6385.341476957246,3
7137,4,2,Thanisandra,1806,6,116.0,6423.034330011074,3
7138,3,1,Thanisandra,3671,4,220.0,5992.917461182239,4
7140,4,2,Thanisandra,1305,2,90.0,6896.551724137931,2
7141,4,2,Thanisandra,1965,4,125.0,6361.323155216285,3
7142,4,1,Thanisandra,1573,3,100.0,6357.279084551812,3
7145,3,1,Thanisandra,1917,4,130.0,6781.429316640584,4
7147,4,2,Thigalarapalya,3122,6,230.0,7367.072389493914,4
7149,4,2,Thigalarapalya,1297,2,103.0,7941.403238242097,2
7150,4,2,Thigalarapalya,1418,2,95.0,6699.576868829337,2
7151,4,2,Thigalarapalya,3122,6,235.0,7527.226137091608,4
7152,4,2,Thigalarapalya,3122,6,245.0,7847.533632286995,4
7154,4,2,Thigalarapalya,1418,2,103.0,7263.7517630465445,2
7155,4,2,Thigalarapalya,1418,2,101.0,7122.708039492242,2
7156,4,2,Thigalarapalya,1418,2,104.0,7334.273624823695,2
7158,4,2,Thigalarapalya,3122,5,225.0,7206.91864189622,4
7159,4,2,Thigalarapalya,2912,6,210.0,7211.538461538462,4
7160,4,2,Thigalarapalya,1418,2,103.0,7263.7517630465445,2
7161,4,2,Thigalarapalya,2072,4,159.0,7673.745173745174,3
7163,4,2,Thigalarapalya,1418,2,106.0,7475.317348377997,2
7165,4,2,Thigalarapalya,1418,2,104.0,7334.273624823695,2
7166,4,2,Thigalarapalya,3122,6,237.0,7591.287636130685,4
7167,4,2,Thigalarapalya,1418,2,105.0,7404.795486600846,2
7168,4,2,Thigalarapalya,1418,2,104.0,7334.273624823695,2
7171,4,2,Thigalarapalya,1418,2,106.0,7475.317348377997,2
7172,4,2,Thigalarapalya,2072,4,155.0,7480.694980694981,3
7173,4,2,Thigalarapalya,1830,4,135.0,7377.049180327869,3
7174,4,2,Thigalarapalya,1418,2,105.0,7404.795486600846,2
7175,4,2,Thigalarapalya,2072,4,160.0,7722.007722007722,3
7179,4,2,Thigalarapalya,2072,4,160.0,7722.007722007722,3
7180,4,2,Thigalarapalya,2072,4,155.0,7480.694980694981,3
7181,4,2,Thigalarapalya,3122,6,235.0,7527.226137091608,4
7182,4,2,Thigalarapalya,2072,4,153.0,7384.169884169884,3
7184,4,2,Thigalarapalya,2072,4,157.0,7577.220077220078,3
7185,4,2,Thigalarapalya,1418,2,105.0,7404.795486600846,2
7186,3,2,Thigalarapalya,3362,5,249.0,7406.305770374777,4
7187,4,2,Thigalarapalya,3122,6,245.0,7847.533632286995,4
7190,4,2,Thigalarapalya,4190,4,325.0,7756.563245823389,4
7194,4,2,Thigalarapalya,1400,2,105.0,7500.0,2
7196,4,2,Thigalarapalya,1297,2,98.0,7555.898226676947,2
7198,3,2,Thubarahalli,3800,4,239.0,6289.473684210527,4
7199,4,2,Thubarahalli,1200,2,78.0,6500.0,2
7200,4,2,Thubarahalli,1128,2,75.0,6648.936170212766,2
7201,3,2,Thubarahalli,1185,2,65.0,5485.232067510548,2
7202,3,2,Thubarahalli,975,2,55.0,5641.025641025641,2
7203,4,2,Thubarahalli,1330,2,75.0,5639.097744360903,2
7204,4,2,Thubarahalli,1085,2,70.0,6451.612903225807,2
7205,3,2,Thubarahalli,1216,2,80.0,6578.9473684210525,2
7206,4,2,Thubarahalli,1200,2,79.0,6583.333333333333,2
7207,4,2,Thubarahalli,1200,2,80.0,6666.666666666667,2
7208,4,2,Thubarahalli,1200,2,79.55,6629.166666666667,2
7210,3,2,Thubarahalli,2625,3,175.0,6666.666666666667,3
7211,4,2,Thubarahalli,975,2,50.0,5128.205128205128,2
7213,4,2,Thubarahalli,1584,3,101.0,6376.262626262626,3
7214,1,2,Thyagaraja Nagar,800,1,100.0,12500.0,1
7215,3,2,Thyagaraja Nagar,660,1,95.0,14393.939393939394,1
7216,1,2,Thyagaraja Nagar,570,5,80.0,14035.087719298246,5
7217,1,2,Thyagaraja Nagar,1675,1,241.0,14388.059701492537,1
7218,1,2,Tindlu,1500,2,87.0,5800.0,3
7219,3,2,Tindlu,7500,7,400.0,5333.333333333333,7
7220,4,2,Tindlu,1357,2,65.0,4789.977892409727,3
7221,1,2,Tindlu,1350,2,100.0,7407.407407407408,2
7222,1,2,Tindlu,1500,3,87.0,5800.0,3
7223,3,2,Tindlu,1180,2,52.0,4406.779661016949,2
7224,3,2,Tindlu,1370,3,65.0,4744.283138817725,3
7225,3,2,Tindlu,1165,2,59.8,5133.0472103004295,2
7226,4,2,Tindlu,1050,2,55.0,5238.0952380952385,2
7227,4,2,Tindlu,1100,2,55.0,5000.0,2
7228,4,2,Tumkur Road,1500,3,95.0,6333.333333333333,3
7229,4,2,Tumkur Road,1779,3,112.0,6295.6717256885895,3
7230,4,1,Tumkur Road,1586,3,100.0,6305.170239596469,3
7231,4,2,Tumkur Road,1098,2,72.0,6557.377049180328,2
7232,4,2,Tumkur Road,1354,3,90.0,6646.971935007386,3
7233,4,2,Tumkur Road,1240,2,84.0,6774.193548387097,3
7234,4,1,Tumkur Road,1239,2,82.0,6618.240516545601,2
7235,4,1,Tumkur Road,1246,2,82.0,6581.0593900481545,2
7236,4,2,Tumkur Road,1500,3,100.0,6666.666666666667,3
7238,4,2,Tumkur Road,1416,3,94.0,6638.418079096045,3
7239,4,1,Tumkur Road,1027,2,60.0,5842.259006815969,2
7240,4,2,Tumkur Road,1027,2,68.62,6681.596884128529,2
7241,4,2,Tumkur Road,1459,2,95.0,6511.3091158327625,3
7242,4,2,Tumkur Road,992,2,60.0,6048.387096774193,2
7243,4,2,Tumkur Road,1066,2,52.5,4924.953095684803,2
7244,4,2,Tumkur Road,1240,2,79.0,6370.967741935484,3
7245,4,1,Tumkur Road,1441,2,95.0,6592.64399722415,3
7246,4,1,Tumkur Road,1240,2,83.0,6693.548387096775,3
7247,4,1,Tumkur Road,1027,2,67.0,6523.855890944498,2
7250,4,2,Tumkur Road,1354,3,85.86,6341.211225997045,3
7251,4,2,Ulsoor,2135,3,215.0,10070.257611241217,3
7252,1,2,Ulsoor,2300,8,210.0,9130.434782608696,9
7253,3,2,Ulsoor,1275,2,120.0,9411.764705882353,2
7254,3,2,Ulsoor,1020,3,110.0,10784.313725490196,3
7255,3,2,Ulsoor,1180,2,100.0,8474.57627118644,2
7256,3,2,Ulsoor,1340,3,90.0,6716.417910447762,3
7257,4,2,Ulsoor,1500,2,125.0,8333.333333333334,3
7258,4,2,Ulsoor,2000,3,185.0,9250.0,3
7259,4,2,Ulsoor,1255,2,120.0,9561.752988047809,2
7260,1,2,Ulsoor,1200,4,150.0,12500.0,5
7261,4,2,Ulsoor,1685,4,185.0,10979.228486646884,3
7263,4,2,Ulsoor,2135,3,170.0,7962.529274004683,3
7264,1,2,Ulsoor,1160,2,130.0,11206.896551724138,2
7265,3,2,Uttarahalli,1440,2,62.0,4305.555555555556,3
7266,3,2,Uttarahalli,1143,2,45.0,3937.0078740157483,2
7267,3,2,Uttarahalli,1020,2,45.0,4411.764705882353,2
7268,4,2,Uttarahalli,1286,2,63.0,4898.9113530326595,2
7269,4,2,Uttarahalli,1101,2,45.0,4087.193460490463,2
7270,3,1,Uttarahalli,1345,2,67.0,4981.412639405205,2
7274,4,2,Uttarahalli,1175,2,47.0,4000.0,2
7275,4,2,Uttarahalli,1390,2,62.55,4500.0,3
7276,4,2,Uttarahalli,1330,2,56.0,4210.526315789473,3
7277,4,2,Uttarahalli,1008,2,45.0,4464.285714285715,2
7278,4,2,Uttarahalli,1390,2,60.47,4350.359712230216,3
7280,3,2,Uttarahalli,1150,2,49.0,4260.869565217391,2
7281,4,2,Uttarahalli,1330,2,56.0,4210.526315789473,3
7282,4,2,Uttarahalli,1200,2,44.0,3666.6666666666665,2
7285,3,2,Uttarahalli,882,2,30.0,3401.360544217687,2
7286,4,2,Uttarahalli,993,2,39.71,3998.9929506545823,2
7287,4,2,Uttarahalli,1045,2,45.0,4306.2200956937795,2
7288,3,2,Uttarahalli,850,2,37.93,4462.35294117647,2
7290,4,2,Uttarahalli,3600,6,120.0,3333.3333333333335,6
7291,4,2,Uttarahalli,1788,3,98.34,5500.0,3
7292,4,2,Uttarahalli,1345,2,57.0,4237.918215613383,3
7293,4,2,Uttarahalli,1089,2,43.55,3999.0817263544536,2
7295,4,2,Uttarahalli,1279,2,48.0,3752.9319781078966,2
7297,4,2,Uttarahalli,1425,2,64.0,4491.228070175439,3
7298,4,2,Uttarahalli,1155,2,40.42,3499.5670995670994,2
7299,4,2,Uttarahalli,1050,2,42.0,4000.0,2
7300,4,2,Uttarahalli,1300,2,55.0,4230.7692307692305,3
7301,3,2,Uttarahalli,1250,2,55.0,4400.0,3
7302,2,2,Uttarahalli,1700,3,88.0,5176.470588235294,3
7304,3,2,Uttarahalli,1085,2,43.0,3963.1336405529955,2
7306,4,2,Uttarahalli,1175,2,47.0,4000.0,2
7307,4,2,Uttarahalli,1689,3,91.2,5398.74976321273,3
7308,4,2,Uttarahalli,1310,2,85.0,6488.5496183206105,3
7309,4,2,Uttarahalli,1175,2,47.0,4000.0,2
7310,4,1,Uttarahalli,1137,2,63.0,5540.8970976253295,2
7311,4,2,Uttarahalli,1315,2,74.0,5627.376425855513,3
7312,4,2,Uttarahalli,1215,2,52.85,4349.794238683127,3
7314,4,1,Uttarahalli,1325,2,53.0,4000.0,2
7315,4,2,Uttarahalli,1300,2,60.0,4615.384615384615,3
7316,3,2,Uttarahalli,850,2,35.0,4117.64705882353,2
7317,4,2,Uttarahalli,1627,3,88.0,5405.87028368533,3
7319,4,2,Uttarahalli,1360,2,61.2,4500.0,3
7320,4,2,Uttarahalli,1280,2,75.0,5859.375,2
7321,4,1,Uttarahalli,661,1,36.0,5446.293494704993,1
7322,4,2,Uttarahalli,1134,2,45.36,4000.0,2
7324,4,1,Uttarahalli,1320,2,55.44,4200.0,3
7325,4,2,Uttarahalli,1390,2,61.16,4400.0,3
7326,3,2,Uttarahalli,1090,2,45.0,4128.440366972477,2
7327,4,2,Uttarahalli,1050,2,42.0,4000.0,2
7328,4,2,Uttarahalli,1235,2,90.0,7287.44939271255,2
7329,4,2,Uttarahalli,1123,2,48.0,4274.2653606411395,2
7330,4,2,Uttarahalli,1329,2,56.0,4213.694507148231,3
7331,4,2,Uttarahalli,938,2,35.0,3731.3432835820895,2
7334,4,2,Uttarahalli,1100,1,45.0,4090.909090909091,2
7335,4,2,Uttarahalli,1125,2,47.0,4177.777777777777,2
7337,4,2,Uttarahalli,1685,3,85.0,5044.510385756676,3
7338,4,2,Uttarahalli,1390,2,62.55,4500.0,3
7340,4,2,Uttarahalli,1180,2,41.3,3499.9999999999995,2
7341,4,2,Uttarahalli,1380,2,42.0,3043.478260869565,2
7342,4,2,Uttarahalli,1737,2,95.0,5469.199769717904,3
7344,1,2,Uttarahalli,3600,6,303.0,8416.666666666666,6
7345,3,2,Uttarahalli,1160,2,45.0,3879.310344827586,2
7346,4,1,Uttarahalli,1280,2,60.0,4687.5,3
7348,4,2,Uttarahalli,1190,2,53.55,4500.0,2
7349,4,2,Uttarahalli,1330,2,57.0,4285.714285714285,3
7350,1,2,Uttarahalli,1680,6,125.0,7440.476190476191,6
7351,4,2,Uttarahalli,1560,3,74.0,4743.589743589743,3
7353,4,2,Uttarahalli,1125,2,48.0,4266.666666666667,2
7354,4,1,Uttarahalli,1320,2,55.44,4200.0,3
7356,4,2,Uttarahalli,1160,2,40.6,3500.0,2
7358,4,2,Uttarahalli,1163,2,68.0,5846.947549441101,2
7360,4,2,Uttarahalli,1065,2,42.59,3999.06103286385,2
7361,4,2,Uttarahalli,1075,2,46.76,4349.767441860465,2
7362,4,2,Uttarahalli,1155,2,40.6,3515.151515151515,2
7363,4,2,Uttarahalli,1150,2,70.0,6086.95652173913,2
7366,3,2,Uttarahalli,1099,2,65.0,5914.467697907188,2
7367,4,2,Uttarahalli,1215,2,52.85,4349.794238683127,3
7369,4,2,Uttarahalli,1180,2,41.3,3499.9999999999995,2
7372,4,1,Uttarahalli,1002,2,40.08,4000.0,2
7373,3,2,Uttarahalli,1002,2,40.08,4000.0,2
7374,4,2,Uttarahalli,1075,2,40.0,3720.9302325581393,2
7376,4,2,Uttarahalli,1155,2,40.43,3500.4329004329006,2
7378,4,2,Uttarahalli,1025,2,35.88,3500.4878048780492,2
7379,4,2,Uttarahalli,1125,2,47.65,4235.555555555556,2
7380,4,2,Uttarahalli,1300,2,55.0,4230.7692307692305,2
7381,4,2,Uttarahalli,1025,2,35.88,3500.4878048780492,2
7382,3,2,Uttarahalli,980,2,45.0,4591.836734693878,2
7383,4,2,Uttarahalli,1125,2,47.0,4177.777777777777,2
7388,4,2,Uttarahalli,1175,2,47.0,4000.0,2
7392,4,2,Uttarahalli,1265,2,65.0,5138.339920948617,3
7395,4,2,Uttarahalli,1213,2,48.0,3957.131079967024,2
7397,4,2,Uttarahalli,900,2,35.0,3888.8888888888887,2
7398,4,1,Uttarahalli,1065,2,42.6,4000.0,2
7401,4,2,Uttarahalli,1125,2,47.0,4177.777777777777,2
7402,4,2,Uttarahalli,1270,2,55.25,4350.393700787402,3
7403,4,2,Uttarahalli,1270,2,55.25,4350.393700787402,3
7404,4,2,Uttarahalli,1107,2,45.0,4065.040650406504,2
7405,3,2,Uttarahalli,1200,2,55.0,4583.333333333333,2
7407,4,2,Uttarahalli,1460,3,76.0,5205.479452054795,3
7408,4,2,Uttarahalli,1500,3,68.0,4533.333333333333,3
7409,3,2,Uttarahalli,1120,2,50.0,4464.285714285715,2
7410,4,2,Uttarahalli,1150,2,46.0,4000.0,2
7411,4,2,Uttarahalli,1330,2,58.0,4360.902255639097,3
7413,4,2,Uttarahalli,1050,2,42.0,4000.0,2
7414,4,2,Uttarahalli,1125,2,48.0,4266.666666666667,2
7416,4,2,Uttarahalli,1345,2,57.0,4237.918215613383,3
7417,4,2,Uttarahalli,1345,2,57.0,4237.918215613383,3
7419,3,2,Uttarahalli,1000,2,52.0,5200.0,2
7420,4,1,Uttarahalli,1037,2,36.0,3471.552555448409,2
7422,4,2,Uttarahalli,1000,2,39.5,3950.0,2
7423,3,2,Uttarahalli,1125,1,45.0,4000.0,2
7425,4,2,Uttarahalli,1160,2,40.58,3498.2758620689656,2
7426,3,2,Uttarahalli,1123,2,60.0,5342.831700801425,2
7428,3,2,Uttarahalli,1000,2,35.0,3500.0,2
7429,4,2,Uttarahalli,1330,2,57.0,4285.714285714285,3
7430,4,2,Uttarahalli,1125,2,47.0,4177.777777777777,2
7431,3,2,Uttarahalli,1165,1,42.09,3612.8755364806866,2
7432,4,2,Uttarahalli,1260,2,55.0,4365.079365079365,2
7433,4,2,Uttarahalli,1284,2,53.36,4155.763239875389,2
7434,4,2,Uttarahalli,1150,2,45.99,3999.1304347826085,2
7436,4,2,Uttarahalli,1290,2,56.12,4350.387596899225,3
7437,4,2,Uttarahalli,1328,2,56.0,4216.8674698795185,3
7438,4,2,Uttarahalli,1040,2,36.4,3500.0,2
7439,3,2,Uttarahalli,1650,2,130.0,7878.787878787879,3
7440,4,2,Uttarahalli,1290,2,56.12,4350.387596899225,3
7442,4,2,Uttarahalli,1075,2,46.76,4349.767441860465,2
7443,4,2,Uttarahalli,1345,2,57.0,4237.918215613383,3
7444,3,2,Varthur,1160,2,44.0,3793.103448275862,2
7445,4,2,Varthur,1091,2,34.9,3198.9000916590285,2
7446,4,1,Varthur,1385,2,80.0,5776.173285198556,2
7448,3,2,Varthur,1024,2,42.0,4101.5625,2
7449,4,2,Varthur,1125,2,40.0,3555.5555555555557,2
7450,4,2,Varthur,1012,2,66.5,6571.146245059289,2
7451,4,2,Varthur,1112,2,40.0,3597.122302158273,2
7452,4,1,Varthur,1055,2,45.35,4298.578199052133,2
7453,4,2,Varthur,1280,2,65.0,5078.125,2
7454,4,2,Varthur,977,2,36.0,3684.74923234391,2
7455,4,2,Varthur,1250,3,71.0,5680.0,3
7456,1,1,Varthur,1200,3,67.75,5645.833333333333,3
7458,4,2,Varthur,1111,2,41.88,3769.57695769577,2
7459,1,1,Varthur,4500,5,300.0,6666.666666666667,4
7460,4,2,Varthur,1140,2,55.5,4868.421052631579,2
7461,4,1,Varthur,1012,2,59.0,5830.0395256917,2
7462,4,2,Varthur,1140,2,39.9,3500.0,2
7463,4,2,Varthur,1090,2,48.0,4403.6697247706425,2
7464,4,2,Varthur,1450,3,71.0,4896.551724137931,3
7465,3,2,Varthur,1210,2,60.0,4958.677685950413,2
7466,4,1,Varthur,1070,2,46.0,4299.065420560748,2
7467,4,2,Varthur,1360,2,85.0,6250.0,3
7468,4,2,Varthur,965,2,34.0,3523.316062176166,2
7469,4,1,Varthur,1120,2,44.24,3950.0,2
7470,4,2,Varthur,1395,2,79.0,5663.082437275985,3
7471,4,1,Varthur,1085,2,45.0,4147.465437788019,2
7472,4,2,Varthur,1250,2,47.0,3760.0,2
7473,1,1,Varthur,1200,3,68.38,5698.333333333333,3
7475,3,1,Varthur,1155,2,60.0,5194.805194805195,2
7476,4,2,Varthur,1035,2,60.0,5797.101449275362,2
7477,4,2,Varthur,1100,2,72.0,6545.454545454545,2
7478,4,2,Varthur,1155,2,39.0,3376.6233766233768,2
7479,4,1,Varthur,1180,2,55.0,4661.016949152542,2
7481,4,2,Varthur,1000,4,65.0,6500.0,5
7482,4,2,Varthur,1738,2,57.35,3299.7698504027617,2
7483,4,1,Varthur,1045,2,40.65,3889.9521531100477,2
7484,4,2,Varthur,1155,2,39.0,3376.6233766233768,2
7486,4,1,Varthur,1210,2,64.15,5301.652892561984,2
7488,4,1,Varthur,1402,2,95.0,6776.034236804565,2
7489,4,2,Varthur,1105,2,38.0,3438.914027149321,2
7490,4,2,Varthur,1560,3,90.0,5769.2307692307695,3
7491,4,1,Varthur,1760,2,85.0,4829.545454545455,2
7492,4,2,Varthur,1210,2,54.0,4462.809917355372,2
7493,4,2,Varthur,1112,2,40.0,3597.122302158273,2
7494,4,2,Varthur,986,2,31.0,3144.0162271805275,2
7496,4,1,Varthur,1000,1,65.0,6500.0,2
7498,4,1,Varthur Road,900,2,27.0,3000.0,2
7499,3,2,Varthur Road,1277,2,59.0,4620.203602192639,2
7500,4,2,Varthur Road,1247,2,58.0,4651.162790697675,3
7501,4,2,Varthur Road,1050,2,42.7,4066.6666666666665,2
7502,4,1,Varthur Road,1255,2,52.76,4203.98406374502,2
7504,4,1,Varthur Road,1033,2,32.0,3097.773475314618,2
7505,4,1,Varthur Road,1140,2,49.11,4307.894736842105,2
7506,4,1,Varthur Road,850,2,25.4,2988.235294117647,2
7507,4,2,Vasanthapura,1400,3,60.0,4285.714285714285,3
7508,3,2,Vasanthapura,1022,2,40.0,3913.894324853229,2
7509,4,2,Vasanthapura,1135,2,39.73,3500.440528634361,2
7510,4,2,Vasanthapura,995,2,34.82,3499.497487437186,2
7511,4,2,Vasanthapura,995,2,34.82,3499.497487437186,2
7512,4,2,Vasanthapura,1050,2,47.0,4476.190476190476,2
7513,3,2,Vasanthapura,940,2,40.0,4255.31914893617,2
7514,4,2,Vasanthapura,1500,2,65.0,4333.333333333333,2
7515,4,2,Vasanthapura,1037,2,36.28,3498.553519768563,2
7516,4,2,Vasanthapura,978,2,34.22,3498.9775051124743,2
7517,4,2,Vasanthapura,1037,2,36.28,3498.553519768563,2
7518,1,2,Vidyaranyapura,1440,2,95.0,6597.222222222223,2
7519,3,2,Vidyaranyapura,1200,2,55.0,4583.333333333333,2
7520,1,2,Vidyaranyapura,1200,4,90.0,7500.0,4
7522,3,2,Vidyaranyapura,1060,2,55.0,5188.679245283019,2
7523,1,2,Vidyaranyapura,1200,9,100.0,8333.333333333334,9
7524,1,2,Vidyaranyapura,1060,6,110.0,10377.358490566037,6
7525,1,2,Vidyaranyapura,1200,7,130.0,10833.333333333334,8
7526,4,2,Vidyaranyapura,1100,2,54.0,4909.090909090909,2
7527,1,2,Vidyaranyapura,462,3,38.0,8225.108225108224,3
7529,4,2,Vidyaranyapura,1100,2,54.0,4909.090909090909,2
7531,3,2,Vidyaranyapura,1120,2,70.0,6250.0,2
7532,3,2,Vidyaranyapura,945,2,40.0,4232.804232804233,2
7533,4,2,Vidyaranyapura,1100,2,54.0,4909.090909090909,2
7534,4,2,Vidyaranyapura,1200,2,65.0,5416.666666666667,3
7535,3,2,Vidyaranyapura,1200,2,52.0,4333.333333333333,2
7536,1,2,Vidyaranyapura,2640,6,225.0,8522.727272727272,5
7537,3,2,Vidyaranyapura,1050,2,50.0,4761.9047619047615,2
7538,4,1,Vidyaranyapura,1188,2,50.0,4208.754208754209,2
7539,4,2,Vidyaranyapura,1100,2,75.0,6818.181818181818,3
7540,4,2,Vidyaranyapura,1100,2,72.0,6545.454545454545,3
7542,4,2,Vidyaranyapura,1100,2,41.0,3727.2727272727275,2
7543,4,2,Vidyaranyapura,1200,2,60.5,5041.666666666667,2
7544,1,2,Vidyaranyapura,770,3,65.25,8474.025974025973,4
7545,1,2,Vidyaranyapura,774,5,70.0,9043.92764857881,5
7546,4,1,Vijayanagar,1704,3,110.0,6455.399061032864,3
7547,4,1,Vijayanagar,1933,3,129.0,6673.564407656492,3
7549,4,2,Vijayanagar,1450,3,100.0,6896.551724137931,3
7550,3,2,Vijayanagar,1580,2,134.0,8481.012658227848,3
7551,4,1,Vijayanagar,1826,3,121.0,6626.506024096386,3
7552,1,2,Vijayanagar,600,4,72.0,12000.0,8
7553,4,1,Vijayanagar,1739,3,116.0,6670.500287521564,3
7554,4,1,Vijayanagar,1490,3,100.0,6711.4093959731545,3
7555,4,1,Vijayanagar,1180,2,65.0,5508.474576271186,2
7556,4,1,Vijayanagar,606,1,34.78,5739.273927392739,1
7557,4,2,Vijayanagar,1352,2,68.0,5029.585798816568,2
7558,4,2,Vijayanagar,1527,3,115.0,7531.106745252128,3
7559,3,2,Vijayanagar,989,2,60.0,6066.734074823054,2
7560,4,1,Vijayanagar,1520,2,103.0,6776.315789473684,3
7561,4,1,Vijayanagar,1749,3,117.0,6689.536878216123,3
7562,4,1,Vijayanagar,1046,2,75.0,7170.172084130019,2
7563,4,1,Vijayanagar,606,1,40.0,6600.660066006601,1
7564,4,2,Vijayanagar,1200,2,62.0,5166.666666666667,2
7567,4,2,Vijayanagar,1760,3,140.0,7954.545454545455,3
7568,4,1,Vijayanagar,2047,3,136.0,6643.869076697606,3
7569,4,2,Vijayanagar,1200,2,75.0,6250.0,3
7570,4,2,Vijayanagar,1178,2,82.0,6960.950764006791,2
7571,3,2,Vijayanagar,864,2,45.0,5208.333333333333,2
7572,1,2,Vijayanagar,2100,6,252.0,12000.0,4
7573,4,2,Vijayanagar,920,2,60.0,6521.739130434783,2
7574,4,2,Vijayanagar,1019,2,58.0,5691.854759568204,2
7575,1,2,Vijayanagar,2400,6,125.0,5208.333333333333,5
7576,4,1,Vijayanagar,1180,2,86.0,7288.135593220339,2
7577,4,1,Vijayanagar,1046,2,49.06,4690.248565965583,2
7578,1,2,Vijayanagar,750,4,95.0,12666.666666666666,5
7579,3,2,Vijayanagar,2400,2,230.0,9583.333333333334,1
7580,4,1,Vijayanagar,492,1,40.0,8130.081300813008,1
7582,4,2,Vishveshwarya Layout,4000,7,225.0,5625.0,7
7583,1,2,Vishveshwarya Layout,750,1,30.0,4000.0,1
7584,4,2,Vishveshwarya Layout,2100,6,92.0,4380.952380952381,6
7585,1,2,Vishveshwarya Layout,600,4,85.0,14166.666666666666,4
7586,1,2,Vishveshwarya Layout,1400,6,160.0,11428.57142857143,6
7587,1,2,Vishveshwarya Layout,2000,3,90.0,4500.0,4
7588,3,2,Vishveshwarya Layout,4000,6,230.0,5750.0,6
7589,4,2,Vishwapriya Layout,820,2,30.0,3658.5365853658536,2
7590,4,2,Vishwapriya Layout,1235,2,60.0,4858.299595141701,2
7591,4,2,Vishwapriya Layout,770,2,30.0,3896.103896103896,2
7592,3,2,Vishwapriya Layout,2800,5,130.0,4642.857142857143,5
7593,4,2,Vishwapriya Layout,910,2,36.0,3956.043956043956,2
7594,4,2,Vishwapriya Layout,890,2,37.0,4157.303370786517,2
7595,4,2,Vittasandra,1404,2,71.0,5056.980056980057,2
7596,4,2,Vittasandra,1246,2,67.0,5377.2070626003215,2
7597,4,2,Vittasandra,1404,2,69.3,4935.897435897436,2
7598,4,2,Vittasandra,1246,2,67.3,5401.284109149277,2
7599,4,2,Vittasandra,1246,2,64.5,5176.565008025682,2
7600,4,2,Vittasandra,1246,2,64.5,5176.565008025682,2
7601,4,2,Vittasandra,1246,2,68.0,5457.463884430176,2
7603,4,2,Vittasandra,1238,2,67.0,5411.954765751211,2
7604,4,2,Vittasandra,1404,2,75.0,5341.880341880342,2
7605,4,2,Vittasandra,1246,2,65.0,5216.69341894061,2
7606,4,2,Vittasandra,1238,2,67.0,5411.954765751211,2
7607,4,2,Vittasandra,1246,2,67.4,5409.309791332264,2
7608,4,2,Vittasandra,1259,2,67.4,5353.455123113583,2
7609,4,2,Vittasandra,1934,2,90.0,4653.567735263702,2
7610,4,2,Vittasandra,1404,2,68.8,4900.284900284901,2
7611,4,2,Vittasandra,1246,2,62.3,5000.0,2
7612,4,2,Vittasandra,1246,2,63.0,5056.179775280899,2
7613,4,2,Vittasandra,1246,2,67.4,5409.309791332264,2
